feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,63,13,50,60,-37,37,634,870,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,22,22,0,22,22,9,331,64,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,46,1,45,45,-44,48,59,114,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,100,100,0,100,100,10,46,8628,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,57
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,414,35,379,394,-344,40,72,41,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,749,47,702,706,-655,46,296,5333,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,146,25,74,120,-49,49,87,6,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,16,4,12,15,-8,30,100,3,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,620,620,0,620,620,12,71,1064,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,138
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,367,43,324,346,-281,39,70,1232,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,81,81,0,81,81,10,91,57,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,1708,707,1001,1656,-294,28,54,719,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,80
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,24,12,12,23,0,28,68,68,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,34,34,0,34,34,19,270,148,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,242,87,155,235,-68,29,66,424,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,25,3,22,22,-19,48,73,6,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,193,193,0,193,193,7,58,1493,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,106
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,290,81,209,277,-128,32,73,28,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,232,50,182,223,-132,35,77,25,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,43,0,5,42,-5,53,80,14,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,55,0,15,54,-15,53,70,11,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,157,47,110,155,-63,30,147,69,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,186,44,142,176,-98,34,577,1650,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,108,52,56,106,-4,26,90,29,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,121,5,40,115,-35,50,76,58,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,31,3,28,30,-25,38,232,154,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,22,22,0,22,22,8,86,42,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,58,58,0,58,58,13,77,44,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,34,3,31,33,-28,44,59,54,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,64,11,53,58,-42,44,358,272,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,41,41,0,41,41,1,86,52,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,57
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,63,4,59,61,-55,45,164,153,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,43,9,34,41,-25,34,62,32,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,38,0,38,38,-38,48,205,22,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,183,24,159,161,-135,46,162,1106,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,41,17,24,39,-7,26,137,133,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,341,35,306,316,-271,46,176,19,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,1155,301,854,1028,-553,40,233,602,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,59
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,64,18,46,62,-28,29,170,34,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,124,86,38,121,48,25,56,914,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,26,26,0,26,26,22,147,54,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,189,15,174,185,-159,40,84,46,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,341,18,186,320,-168,49,140,236,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,427,63,364,402,-301,41,73,126,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,0,0,0,0,0,0,57,217,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,107
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,82,13,69,76,-56,38,104,443,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,133,20,113,113,-93,48,623,2158,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,299,17,120,266,-103,54,71,98,0,19,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,31,31,0,31,31,24,130,67,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,98,98,0,98,98,5,77,170,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,23,23,0,23,23,4,288,38,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,28,28,0,28,28,22,70,51,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,92,2,11,88,-9,66,78,118,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,67,67,0,67,67,21,63,17,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,198,16,182,194,-166,42,98,128,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,920,30,249,846,-219,57,73,263,0,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,79,79,0,79,79,5,312,17,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,121,3,33,117,-30,52,72,47,0,19,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,116,0,6,113,-6,66,119,104,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,30,30,0,30,30,14,90,36,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,52,21,31,52,-10,25,71,84,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,61,5,56,60,-51,39,60,18,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,42,0,5,42,-5,64,71,54,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,40,7,33,40,-26,32,72,148,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,36,36,0,36,36,18,404,28,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,114,7,107,107,-100,48,682,225,0,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,25,25,0,25,25,2,368,52,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,28,12,16,28,-4,25,74,16,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,91,91,0,91,91,20,78,240,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,257,63,194,210,-131,39,46,7198,0,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,191,191,0,191,191,13,68,512,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,54
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,98,44,54,98,-10,25,63,120,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,62,18,44,62,-26,28,71,106,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,309,309,0,309,309,17,51,74,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,53,25,28,52,-3,25,72,14,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,15,15,0,15,15,7,71,15,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,201,21,180,184,-159,41,66,1988,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,0,0,0,0,0,0,237,6465,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,632
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,55,23,32,55,-9,25,110,59,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,20,20,0,20,20,3,308,153,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,45,45,0,45,45,5,358,60,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,1390,1390,0,1390,1390,17,69,4411,0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,385
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,165,33,132,147,-99,39,133,700,0,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,320,10,129,298,-119,52,80,46,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,0,0,0,0,0,0,364,138,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,627
4377561,27,1508006,20,0,2077,145.0205761,65,258.2420699,0,1390,81.88065844,30,161.9177704,0,1877,55.23868313,0,177.0838558,0,1877,139.7407407,64,244.47598,-1677,1390,26.64197531,14,225.3960378,0,0,0,0,0,0,54,409,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,256
